Id,target
0.0,112.15168366025829
1.0,115.87976760712033
2.0,-25.876261575242573
3.0,-47.635839730225904
4.0,-102.51798161625862
5.0,-50.28931939534429
6.0,-81.36835979522408
7.0,20.93713793260377
8.0,172.90067195044602
9.0,170.8840845610229
10.0,-111.3944361241082
11.0,-25.59613481133684
12.0,-8.872080514481269
13.0,120.36150945828477
14.0,35.09400746548546
15.0,41.78966377564592
16.0,-199.41769455447678
17.0,17.739840911006745
18.0,8.536094604351355
19.0,133.07321032993414
20.0,61.45777124452264
21.0,-68.39998714317575
22.0,-114.50737628446282
23.0,-12.546908411243058
24.0,-64.18048540231439
25.0,7.52041888898281
26.0,23.784678604265476
27.0,104.76863050351052
28.0,19.457189907511
29.0,-31.192808551597828
30.0,107.80088038633752
31.0,-51.11361966520237
32.0,215.83283486050607
33.0,-20.00277219505418
34.0,-238.03992037475672
35.0,152.54780550242901
36.0,-8.264958507503074
37.0,9.13276735744305
38.0,-318.7446708031503
39.0,73.47903221011921
40.0,-88.08890615867337
41.0,-214.92225985184368
42.0,-248.10351286701035
43.0,132.65718304293677
44.0,-80.84248999505498
45.0,101.17564239332347
46.0,-9.181993911549796
47.0,14.915094740137633
48.0,-104.82054763354536
49.0,-33.087420479353455
50.0,7.179806681320173
51.0,-184.25133970983907
52.0,60.85422476729887
53.0,-105.23084916569938
54.0,-112.70614896653399
55.0,-163.4956685097672
56.0,59.10706515974705
57.0,105.97835497960976
58.0,-79.92267914255189
59.0,38.71059100255121
60.0,36.836212948421874
61.0,-56.62420213191049
62.0,162.70348200083592
63.0,38.966756462945156
64.0,52.656140601786674
65.0,19.57225082388834
66.0,78.32374928544142
67.0,-7.319122625688472
68.0,-8.260172573617535
69.0,-3.6335435361602357
70.0,-27.982532973995283
71.0,160.5279458025289
72.0,-46.045038934676455
73.0,18.02062656013048
74.0,-72.7258267641277
75.0,-76.79331515104249
76.0,33.04325359078493
77.0,-168.91523922409658
78.0,-6.570719230959337
79.0,149.5179053737122
80.0,-43.384737965688544
81.0,-127.8944447321636
82.0,-201.5781596286402
83.0,33.50786529173136
84.0,144.00916385078443
85.0,272.1137826630458
86.0,-266.61250343577626
87.0,-96.63833162115351
88.0,74.02375302183721
89.0,-96.27816532639818
90.0,-54.803465700534076
91.0,122.40201068045599
92.0,-171.59692158209856
93.0,-123.18985206930321
94.0,46.15078321335657
95.0,94.98932651194295
96.0,-224.59165868157731
97.0,-128.49120010083405
98.0,-181.70494792877668
99.0,-57.314555135846476
100.0,125.59344771442964
101.0,-90.09265852534843
102.0,-7.667562112798564
103.0,-5.596374735201166
104.0,-4.9697561768174765
105.0,77.5369675927893
106.0,40.39715176925551
107.0,89.1650731698432
108.0,-34.536391423807636
109.0,-91.08124700439495
110.0,35.632397101701926
111.0,14.576679307468122
112.0,114.17640660622807
113.0,2.7104877922479815
114.0,70.49391798450854
115.0,28.42772192080956
116.0,-149.49956809903986
117.0,2.267562661459671
118.0,17.45351608521686
119.0,-27.37364941658148
120.0,-25.71091356783133
121.0,-265.55624987782073
122.0,266.7883425694108
123.0,154.22621361592917
124.0,10.444257646199112
125.0,81.33979037103319
126.0,-16.67932038812242
127.0,-160.620462830306
128.0,109.85521188575994
129.0,-37.24146936578093
130.0,-224.928654162879
131.0,118.16961535783543
132.0,-34.73198487927877
133.0,-92.9372125120414
134.0,168.70877510377562
135.0,34.224468260430704
136.0,-23.479801079427958
137.0,56.53896771755444
138.0,41.35331189622876
139.0,-183.10350069102992
140.0,127.78103532816024
141.0,-79.09335247986277
142.0,211.52759423749214
143.0,133.94923912286498
144.0,-4.897075280049506
145.0,-160.7818424540237
146.0,-19.809765792760672
147.0,131.4501296444104
148.0,32.3124149710416
149.0,53.59722625344876
150.0,-9.172128100627951
151.0,-48.91914232364184
152.0,14.100688164951734
153.0,-74.56607455333582
154.0,24.672899966466634
155.0,140.07462852669818
156.0,347.9217102106627
157.0,215.58081194396243
158.0,23.446108532198
